OBJECTID_1,OBJECTID,LocationID,LocationDe,LocationNo,CountNote,CityName,CityFIPS,CountyName,CountyFIPS,CountYear,CountTime,CountDate,WeatherCod,WeatherNot,HeritageSi,Bike_M_N_N,Bike_M_N_H,Bike_F_N_N,Bike_F_N_H,Bike_M_S_N,Bike_M_S_H,Bike_F_S_N,Bike_F_S_H,Bike_M_E_N,Bike_M_E_H,Bike_F_E_N,Bike_F_E_H,Bike_M_W_N,Bike_M_W_H,Bike_F_W_N,Bike_F_W_H,Bike_M_N,Bike_F_N,Bike_North,Bike_M_S,Bike_F_S,Bike_South,Bike_M_E,Bike_F_E,Bike_East,Bike_M_W,Bike_F_W,Bike_West,Bike_Total,Ped_M_N,Ped_F_N,Ped_North,Ped_M_S,Ped_F_S,Ped_South,Ped_M_E,Ped_F_E,Ped_East,Ped_M_W,Ped_F_W,Ped_West,Ped_Total,Other_N,Other_S,Other_E,Other_W,Other_Tota,Latitude,Longitude,Bike_U_N,Bike_U_S,Bike_U_E,Bike_U_W,Ped_U_N,Ped_U_S,Ped_U_E,Ped_U_W,Deprecated,StartYear,countertype
59,59,Bellevue1,116th Ave NE W/O NE 12th St, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
60,60,Bellevue1,NE 12th St W/O 116th Ave NE, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
61,61,Bellevue1,NE 12th St W/O 116th Ave NE, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
62,62,Bellevue1,NE 12th St and 116th AV NE, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
63,63,Bellevue1,NE 12th St W/O 116th Ave NE, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
64,64,Bellevue1,NE 12th St W/O 116th Ave NE, ,Spotted one male on a segway on the sidewalk....,Bellevue,5305210,King County,53033,2013, ,10/1/2013 0:00:00,0,"Cloudy for most of the time, rainy in the last half hour. 45-50 degrees.",No,0,6,0,0,0,2,0,1,0,0,0,0,1,12,0,0,0,0,6,0,0,3,0,0,0,0,0,13,22,5,13,18,5,5,10,7,2,9,7,3,10,47,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
65,65,Bellevue1,NE 12th St W/O 116th Ave NE, ,Several pedestrians were running against the traffic signal in order to make the bus.,Bellevue,5305210,King County,53033,2013, ,10/2/2013 0:00:00,0,"55, cloudy, no rain",No,1,9,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,10,0,0,3,0,0,3,0,0,2,18,5,3,8,16,17,33,4,1,5,6,9,15,61,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
66,66,Bellevue1,NE 12th St W/O 116th Ave NE, , ,Bellevue,5305210,King County,53033,2014, ,10/2/2014 0:00:00,0,mostly clear and dry,No,0,12,0,1,0,3,0,1,0,2,0,0,0,21,0,3,0,0,13,0,0,4,0,0,2,0,0,24,43,0,0,21,0,0,13,0,0,6,0,0,7,47,0,0,0,0,0,47.622652000000002,-122.186614000000010,0,0,0,0,0,0,0,0,No,2008,
67,67,Bellevue10,118th Ave SE N/O I-90, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.581180000000003,-122.179370000000010,0,0,0,0,0,0,0,0,No,2009,
68,68,Bellevue10,118th Ave SE N/O I-90, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.581180000000003,-122.179370000000010,0,0,0,0,0,0,0,0,No,2009,
69,69,Bellevue10,118th Ave SE N/O I-90, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.581180000000003,-122.179370000000010,0,0,0,0,0,0,0,0,No,2009,
70,70,Bellevue10,118th Ave SE N/O I-90, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.581180000000003,-122.179370000000010,0,0,0,0,0,0,0,0,No,2009,
71,71,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
72,72,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
73,73,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
74,74,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
75,75,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
76,76,Bellevue11,SR 520 Trail at NE 24TH St, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
77,77,Bellevue11,SR 520 Trail at NE 24TH St, ,"Westbound = NE24th St
Eastbound = 520 Trail",Bellevue,5305210,King County,53033,2013, ,10/3/2013 0:00:00,0,50 degrees and cloudy,No,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,20,25,0,0,0,0,0,0,2,0,2,1,0,1,3,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
78,78,Bellevue11,SR 520 Trail at NE 24TH St, ,Big bunch of bikers right at 6pm,Bellevue,5305210,King County,53033,2013, ,10/3/2013 0:00:00,0,Clear,No,0,0,0,0,0,24,0,0,0,0,0,0,1,14,0,2,0,0,0,0,0,24,0,0,0,0,0,17,41,0,0,0,0,0,0,3,2,5,3,6,9,14,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
79,79,Bellevue11,SR 520 Trail at NE 24TH St, ,"Intersection is popular with people headed to Microsoft, which is known for having a shifted work schedule.  Very few people work 8-5.  10-7 is more common.   Conducting the counts from 7-9 misses a large number of people.  8-10 would be more representat",Bellevue,5305210,King County,53033,2014, ,9/30/2014 0:00:00,0,Cool and Dry,No,0,8,0,1,0,10,0,0,0,0,0,0,0,11,0,1,0,0,9,0,0,10,0,0,0,0,0,12,31,0,0,1,0,0,1,0,0,2,0,0,1,5,0,0,0,0,0,47.631197000000000,-122.175112000000000,0,0,0,0,0,0,0,0,No,2009,
80,80,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
81,81,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
82,82,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
83,83,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
84,84,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
85,85,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
86,86,Bellevue12,I-90 Bike Trail W/O Factoria Blvd SE., , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
87,87,Bellevue12,I-90 Bike Trail W/O Factoria Blvd SE., , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
88,88,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2013, ,10/1/2013 0:00:00,0,"50 degrees, overcast rain off and on.",Yes,0,4,0,0,0,2,0,0,1,11,0,2,0,18,0,0,0,0,4,0,0,2,0,0,14,0,0,18,38,7,7,14,3,3,6,8,3,11,2,1,3,34,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
89,89,Bellevue12,I-90 Trail W/O 128th Ave SE, , ,Bellevue,5305210,King County,53033,2013, ,10/1/2013 0:00:00,0,Rainy and Cloudy,Yes,0,5,0,2,0,1,0,0,0,5,0,2,1,23,0,2,0,0,7,0,0,1,0,0,7,0,0,26,41,31,10,41,4,8,12,14,9,23,3,1,4,80,0,0,0,0,0,47.579599000000002,-122.169544000000000,0,0,0,0,0,0,0,0,No,2009,
90,90,Bellevue13,Eastgate Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
91,91,Bellevue13,Eastgate Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
92,92,Bellevue13,Eastgate Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
93,93,Bellevue13,Eastgate Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
94,94,Bellevue13,Eastgate Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
95,95,Bellevue13,I-90 Sunset Bike Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
96,96,Bellevue13,I-90 Sunset Bike Trail E/O Eastgate Way, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
97,97,Bellevue13,Eastgate Trail E/O Eastgate Way, ,"From 7:45 to 8:05 am this area is used by many parents as a chauffeur/drop off point for their high school/jr. high school aged students.  (I counted 8 cars and at least 9 students.)  One of the cars, as it waited, was blocking the exit where the I-90 tr",Bellevue,5305210,King County,53033,2013, ,10/1/2013 0:00:00,0,"7am: Overcast and dry, 8am: still dry, 8:30am: still dry!!!, 8:45am: light mist, 9am: Raining!!!",Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,14,15,0,0,0,0,0,0,2,4,6,3,2,5,11,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
98,98,Bellevue13,Eastgate Trail E/O Eastgate Way, ,"From 3:55 to 4pm the parking lot was filled with mothers in their SUVs waiting for their kids to get off the school bus.  there were more mothers than available parking spaces, so the mothers had no problem making their own spaces.  Once again, as in the",Bellevue,5305210,King County,53033,2013, ,10/1/2013 0:00:00,0,"4pm: high clouds with lots of sun breaks and somewhat breezy, 5:20pm: RAIN!!!",Yes,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,4,13,0,0,0,0,0,0,8,6,14,2,3,5,19,0,0,0,0,0,47.576659999999997,-122.126240000000000,0,0,0,0,0,0,0,0,No,2009,
99,99,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
100,100,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
101,101,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
102,102,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
103,103,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
104,104,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
105,105,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
106,106,Bellevue14,Trail at Newcastle Beach Park, , ,Bellevue,5305210,King County,53033,2013, ,10/2/2013 0:00:00,0,52 degrees rainy and overcast,Yes,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,12,1,2,3,1,5,6,0,0,0,0,0,0,9,0,0,0,0,0,47.565030000000000,-122.186100000000000,0,0,0,0,0,0,0,0,No,2009,
107,107,Bellevue2, , , ,Bellevue,5305210,King County,53033,2008, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47.568600000000004,-122.180462000000010,0,0,0,0,0,0,0,0,No,2008,
108,108,Bellevue3, , , ,Bellevue,5305210,King County,53033,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
109,109,Bellevue3, , , ,Bellevue,5305210,King County,53033,2008, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
110,110,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
111,111,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
112,112,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
113,113,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2010, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
114,114,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
115,115,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2011, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,6,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
116,116,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2012, ,,0, ,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
117,117,Bellevue3,I-90 Trail at Enatai, ,This is a complicated intersection to watch over.  (It would've been helpful to be hovering in a hot air balloon about 100 ft above the intersection!),Bellevue,5305210,King County,53033,2013, ,10/2/2013 0:00:00,0,"7am: light rain, 8am: just sprinkles, 8:45am: light rain again",Yes,1,12,1,0,0,0,0,0,1,12,0,3,0,26,0,3,0,0,14,0,0,0,0,0,16,0,0,29,59,0,1,1,0,0,0,0,0,0,2,2,4,5,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
118,118,Bellevue3,I-90 Trail at Enatai, ,Lots of people this afternoon!,Bellevue,5305210,King County,53033,2013, ,10/2/2013 0:00:00,0,"4pm: dry, 5pm: dry but heavy cloud layer, 6pm: heavy clouds but still dry!",Yes,0,1,0,1,0,0,0,0,0,24,0,2,0,43,2,0,0,0,2,0,0,0,0,0,26,0,0,45,73,3,6,9,0,0,0,12,4,16,8,2,10,35,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
119,119,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2014, ,10/1/2014 0:00:00,0,Sunny,Yes,0,0,0,0,0,0,0,0,0,36,0,6,3,73,0,9,0,0,0,0,0,0,0,0,42,0,0,85,127,0,0,0,0,0,0,0,0,16,0,0,11,27,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
120,120,Bellevue3,I-90 Trail at Enatai, , ,Bellevue,5305210,King County,53033,2014, ,9/30/2014 0:00:00,0,"Gray skies, clearing late",Yes,0,0,0,0,0,0,0,0,2,50,0,8,0,29,0,4,0,0,0,0,0,0,0,0,60,0,0,33,93,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,0,47.580320000000000,-122.195800000000010,0,0,0,0,0,0,0,0,No,2008,
121,121,Bellevue4, , , ,Bellevue,5305210,King County,53033,2008, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,47.612920000000003,-122.196250000000010,0,0,0,0,0,0,0,0,No,2008,
122,122,Bellevue4,108th Ave NE S/O NE 4th St, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,47.612920000000003,-122.196250000000010,0,0,0,0,0,0,0,0,No,2008,
123,123,Bellevue4,108th Ave NE S/O NE 4th St, , ,Bellevue,5305210,King County,53033,2009, ,,0, ,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,47.612920000000003,-122.196250000000010,0,0,0,0,0,0,0,0,No,2008,
